study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_source	experiment_title	study_alias	run_alias	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJNA484107	SAMN09759909	SRS3621764	SRX4500977	SRR7637403	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SWA_009_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SWA_009_1	PRJNA484107	SWA_009_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637403/SRR7637403.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637403/SRR7637403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637403/SRR7637403_2.fastq.gz		SWA_009_1	SWA_009_1
PRJNA484107	SAMN09759910	SRS3621763	SRX4500976	SRR7637404	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SWA_010_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SWA_010_1	PRJNA484107	SWA_010_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637404/SRR7637404.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637404/SRR7637404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637404/SRR7637404_2.fastq.gz		SWA_010_1	SWA_010_1
PRJNA484107	SAMN09759911	SRS3621762	SRX4500975	SRR7637405	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SZI_003_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SZI_003_1	PRJNA484107	SZI_003_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637405/SRR7637405.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637405/SRR7637405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637405/SRR7637405_2.fastq.gz		SZI_003_1	SZI_003_1
PRJNA484107	SAMN09759912	SRS3621761	SRX4500974	SRR7637406	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SZI_008_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SZI_008_1	PRJNA484107	SZI_008_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637406/SRR7637406.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637406/SRR7637406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637406/SRR7637406_2.fastq.gz		SZI_008_1	SZI_008_1
PRJNA484107	SAMN09759913	SRS3621760	SRX4500973	SRR7637407	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SZI_012_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SZI_012_1	PRJNA484107	SZI_012_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637407/SRR7637407.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637407/SRR7637407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637407/SRR7637407_2.fastq.gz		SZI_012_1	SZI_012_1
PRJNA484107	SAMN09759914	SRS3621759	SRX4500972	SRR7637408	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SZI_027_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SZI_027_1	PRJNA484107	SZI_027_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637408/SRR7637408.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637408/SRR7637408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637408/SRR7637408_2.fastq.gz		SZI_027_1	SZI_027_1
PRJNA484107	SAMN09759915	SRS3621758	SRX4500971	SRR7637409	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SZI_029_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SZI_029_1	PRJNA484107	SZI_029_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637409/SRR7637409.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637409/SRR7637409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637409/SRR7637409_2.fastq.gz		SZI_029_1	SZI_029_1
PRJNA484107	SAMN09759838	SRS3621757	SRX4500970	SRR7637410	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	MIE_001_h	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; MIE_001_h	PRJNA484107	MIE_001_h_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637410/SRR7637410.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637410/SRR7637410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637410/SRR7637410_2.fastq.gz		MIE_001_h	MIE_001_h
PRJNA484107	SAMN09759839	SRS3621756	SRX4500969	SRR7637411	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	PRE_001_f	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; PRE_001_f	PRJNA484107	PRE_001_f_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637411/SRR7637411.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637411/SRR7637411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637411/SRR7637411_2.fastq.gz		PRE_001_f	PRE_001_f
PRJNA484107	SAMN09759840	SRS3621755	SRX4500968	SRR7637412	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	PRE_001_k	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; PRE_001_k	PRJNA484107	PRE_001_k_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637412/SRR7637412.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637412/SRR7637412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637412/SRR7637412_2.fastq.gz		PRE_001_k	PRE_001_k
PRJNA484107	SAMN09759841	SRS3621754	SRX4500967	SRR7637413	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	PRE_001_l	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; PRE_001_l	PRJNA484107	PRE_001_l_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637413/SRR7637413.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637413/SRR7637413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637413/SRR7637413_2.fastq.gz		PRE_001_l	PRE_001_l
PRJNA484107	SAMN09759842	SRS3621753	SRX4500966	SRR7637414	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	PRE_001_m	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; PRE_001_m	PRJNA484107	PRE_001_m_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637414/SRR7637414.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637414/SRR7637414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637414/SRR7637414_2.fastq.gz		PRE_001_m	PRE_001_m
PRJNA484107	SAMN09759843	SRS3621752	SRX4500965	SRR7637415	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	PRE_001_n	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; PRE_001_n	PRJNA484107	PRE_001_n_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637415/SRR7637415.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637415/SRR7637415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637415/SRR7637415_2.fastq.gz		PRE_001_n	PRE_001_n
PRJNA484107	SAMN09759844	SRS3621751	SRX4500964	SRR7637416	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	PRE_001_o	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; PRE_001_o	PRJNA484107	PRE_001_o_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637416/SRR7637416.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637416/SRR7637416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637416/SRR7637416_2.fastq.gz		PRE_001_o	PRE_001_o
PRJNA484107	SAMN09759845	SRS3621750	SRX4500963	SRR7637417	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	PRE_001_p	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; PRE_001_p	PRJNA484107	PRE_001_p_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637417/SRR7637417.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637417/SRR7637417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637417/SRR7637417_2.fastq.gz		PRE_001_p	PRE_001_p
PRJNA484107	SAMN09759846	SRS3621749	SRX4500962	SRR7637418	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	PRE_001_q	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; PRE_001_q	PRJNA484107	PRE_001_q_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637418/SRR7637418.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637418/SRR7637418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637418/SRR7637418_2.fastq.gz		PRE_001_q	PRE_001_q
PRJNA484107	SAMN09759847	SRS3621748	SRX4500961	SRR7637419	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_002_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_002_1	PRJNA484107	RFT_002_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637419/SRR7637419.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637419/SRR7637419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637419/SRR7637419_2.fastq.gz		RFT_002_1	RFT_002_1
PRJNA484107	SAMN09759792	SRS3621747	SRX4500960	SRR7637420	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HOC_017_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HOC_017_1	PRJNA484107	HOC_017_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637420/SRR7637420.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637420/SRR7637420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637420/SRR7637420_2.fastq.gz		HOC_017_1	HOC_017_1
PRJNA484107	SAMN09759726	SRS3621746	SRX4500959	SRR7637421	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BRD_001_m	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BRD_001_m	PRJNA484107	BRD_001_m_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637421/SRR7637421.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637421/SRR7637421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637421/SRR7637421_2.fastq.gz		BRD_001_m	BRD_001_m
PRJNA484107	SAMN09759943	SRS3621745	SRX4500958	SRR7637422	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRT_001_bd	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRT_001_bd	PRJNA484107	TRT_001_bd_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637422/SRR7637422.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637422/SRR7637422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637422/SRR7637422_2.fastq.gz		TRT_001_bd	TRT_001_bd
PRJNA484107	SAMN09759988	SRS3621744	SRX4500957	SRR7637423	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	ZAP_001_a11	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; ZAP_001_a11	PRJNA484107	ZAP_001_a11_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637423/SRR7637423.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637423/SRR7637423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637423/SRR7637423_2.fastq.gz		ZAP_001_a11	ZAP_001_a11
PRJNA484107	SAMN09759947	SRS3621743	SRX4500956	SRR7637424	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRT_001_u	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRT_001_u	PRJNA484107	TRT_001_u_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637424/SRR7637424.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637424/SRR7637424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637424/SRR7637424_2.fastq.gz		TRT_001_u	TRT_001_u
PRJNA484107	SAMN09759787	SRS3621741	SRX4500955	SRR7637425	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HOC_004_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HOC_004_1	PRJNA484107	HOC_004_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637425/SRR7637425.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637425/SRR7637425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637425/SRR7637425_2.fastq.gz		HOC_004_1	HOC_004_1
PRJNA484107	SAMN09759782	SRS3621742	SRX4500954	SRR7637426	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HNE_019_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HNE_019_1	PRJNA484107	HNE_019_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637426/SRR7637426.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637426/SRR7637426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637426/SRR7637426_2.fastq.gz		HNE_019_1	HNE_019_1
PRJNA484107	SAMN09759946	SRS3621740	SRX4500953	SRR7637427	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRT_001_dj	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRT_001_dj	PRJNA484107	TRT_001_dj_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637427/SRR7637427.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637427/SRR7637427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637427/SRR7637427_2.fastq.gz		TRT_001_dj	TRT_001_dj
PRJNA484107	SAMN09759791	SRS3621739	SRX4500952	SRR7637428	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HOC_015_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HOC_015_1	PRJNA484107	HOC_015_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637428/SRR7637428.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637428/SRR7637428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637428/SRR7637428_2.fastq.gz		HOC_015_1	HOC_015_1
PRJNA484107	SAMN09759790	SRS3621738	SRX4500951	SRR7637429	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HOC_010_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HOC_010_1	PRJNA484107	HOC_010_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637429/SRR7637429.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637429/SRR7637429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637429/SRR7637429_2.fastq.gz		HOC_010_1	HOC_010_1
PRJNA484107	SAMN09759905	SRS3621737	SRX4500950	SRR7637430	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SWA_005_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SWA_005_1	PRJNA484107	SWA_005_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637430/SRR7637430.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637430/SRR7637430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637430/SRR7637430_2.fastq.gz		SWA_005_1	SWA_005_1
PRJNA484107	SAMN09759904	SRS3621736	SRX4500949	SRR7637431	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SWA_004_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SWA_004_1	PRJNA484107	SWA_004_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637431/SRR7637431.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637431/SRR7637431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637431/SRR7637431_2.fastq.gz		SWA_004_1	SWA_004_1
PRJNA484107	SAMN09759903	SRS3621735	SRX4500948	SRR7637432	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SWA_003_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SWA_003_1	PRJNA484107	SWA_003_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637432/SRR7637432.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637432/SRR7637432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637432/SRR7637432_2.fastq.gz		SWA_003_1	SWA_003_1
PRJNA484107	SAMN09759902	SRS3621734	SRX4500947	SRR7637433	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SWA_002_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SWA_002_1	PRJNA484107	SWA_002_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637433/SRR7637433.fastq.gz		SWA_002_1	SWA_002_1
PRJNA484107	SAMN09759901	SRS3621732	SRX4500946	SRR7637434	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SWA_001_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SWA_001_1	PRJNA484107	SWA_001_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637434/SRR7637434.fastq.gz		SWA_001_1	SWA_001_1
PRJNA484107	SAMN09759900	SRS3621733	SRX4500945	SRR7637435	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	STE_047_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; STE_047_1	PRJNA484107	STE_047_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637435/SRR7637435.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637435/SRR7637435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637435/SRR7637435_2.fastq.gz		STE_047_1	STE_047_1
PRJNA484107	SAMN09759857	SRS3621731	SRX4500944	SRR7637436	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_023_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_023_1	PRJNA484107	RFT_023_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637436/SRR7637436.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637436/SRR7637436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637436/SRR7637436_2.fastq.gz		RFT_023_1	RFT_023_1
PRJNA484107	SAMN09759856	SRS3621730	SRX4500943	SRR7637437	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_017_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_017_1	PRJNA484107	RFT_017_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637437/SRR7637437.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637437/SRR7637437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637437/SRR7637437_2.fastq.gz		RFT_017_1	RFT_017_1
PRJNA484107	SAMN09759855	SRS3621729	SRX4500942	SRR7637438	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_016_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_016_1	PRJNA484107	RFT_016_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637438/SRR7637438.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637438/SRR7637438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637438/SRR7637438_2.fastq.gz		RFT_016_1	RFT_016_1
PRJNA484107	SAMN09759854	SRS3621728	SRX4500941	SRR7637439	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_012_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_012_1	PRJNA484107	RFT_012_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637439/SRR7637439.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637439/SRR7637439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637439/SRR7637439_2.fastq.gz		RFT_012_1	RFT_012_1
PRJNA484107	SAMN09759853	SRS3621727	SRX4500940	SRR7637440	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_011_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_011_1	PRJNA484107	RFT_011_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637440/SRR7637440.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637440/SRR7637440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637440/SRR7637440_2.fastq.gz		RFT_011_1	RFT_011_1
PRJNA484107	SAMN09759852	SRS3621726	SRX4500939	SRR7637441	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_010_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_010_1	PRJNA484107	RFT_010_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637441/SRR7637441.fastq.gz		RFT_010_1	RFT_010_1
PRJNA484107	SAMN09759851	SRS3621724	SRX4500938	SRR7637442	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_009_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_009_1	PRJNA484107	RFT_009_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637442/SRR7637442.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637442/SRR7637442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637442/SRR7637442_2.fastq.gz		RFT_009_1	RFT_009_1
PRJNA484107	SAMN09759850	SRS3621725	SRX4500937	SRR7637443	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_008_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_008_1	PRJNA484107	RFT_008_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637443/SRR7637443.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637443/SRR7637443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637443/SRR7637443_2.fastq.gz		RFT_008_1	RFT_008_1
PRJNA484107	SAMN09759849	SRS3621722	SRX4500936	SRR7637444	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_006_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_006_1	PRJNA484107	RFT_006_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637444/SRR7637444.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637444/SRR7637444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637444/SRR7637444_2.fastq.gz		RFT_006_1	RFT_006_1
PRJNA484107	SAMN09759848	SRS3621723	SRX4500935	SRR7637445	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	RFT_003_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; RFT_003_1	PRJNA484107	RFT_003_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637445/SRR7637445.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637445/SRR7637445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637445/SRR7637445_2.fastq.gz		RFT_003_1	RFT_003_1
PRJNA484107	SAMN09759778	SRS3621721	SRX4500934	SRR7637446	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HNE_011_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HNE_011_1	PRJNA484107	HNE_011_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637446/SRR7637446.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637446/SRR7637446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637446/SRR7637446_2.fastq.gz		HNE_011_1	HNE_011_1
