Run,Assay Type,BioProject,BioSample,Center Name,common_name,Consent,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Submitter_Id,Title,population,collection_year,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region
ERR5100672,WGS,PRJEB42417,SAMEA7819083,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906392,SAMEA7819083,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:23Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819083,r61_l7_S42,ERS5566287,ERP126269,r61_l7_S42,r61_l7_S42,MISJ,2015,292,1271152838,542112065,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5100673,WGS,PRJEB42417,SAMEA7819097,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906393,SAMEA7819097,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819097,r61_l7_S56,ERS5566301,ERP126269,r61_l7_S56,r61_l7_S56,MISJ,2016,285,391994580,170156609,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public"
ERR5100674,WGS,PRJEB42417,SAMEA7819088,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906394,SAMEA7819088,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819088,r61_l7_S48,ERS5566292,ERP126269,r61_l7_S48,r61_l7_S48,MISJ,2016,292,1276768716,552115753,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US"
ERR5100675,WGS,PRJEB42417,SAMEA7819081,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906395,SAMEA7819081,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:23Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819081,r61_l7_S40,ERS5566285,ERP126269,r61_l7_S40,r61_l7_S40,MISJ,2015,292,2037272991,873534194,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5100676,WGS,PRJEB42417,SAMEA7819059,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906396,SAMEA7819059,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:21Z,2021-01-14T13:54:22Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819059,r61_l7_S1,ERS5566263,ERP126269,r61_l7_S1,r61_l7_S1,MISJ,2015,295,3844831816,1696092147,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5100677,WGS,PRJEB42417,SAMEA7819093,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906397,SAMEA7819093,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819093,r61_l7_S52,ERS5566297,ERP126269,r61_l7_S52,r61_l7_S52,MISJ,2016,290,883130218,375526844,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public"
ERR5100678,WGS,PRJEB42417,SAMEA7819094,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906398,SAMEA7819094,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819094,r61_l7_S53,ERS5566298,ERP126269,r61_l7_S53,r61_l7_S53,MISJ,2016,292,1000610963,428005765,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US"
ERR5100679,WGS,PRJEB42417,SAMEA7819106,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906399,SAMEA7819106,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819106,r64_l8_G1_OH14PR01,ERS5566310,ERP126269,r64_l8_G1_OH14PR01,r64_l8_G1_OH14PR01,OHPR,2014,269,147547408,63317863,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1"
ERR5100680,WGS,PRJEB42417,SAMEA7819069,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906400,SAMEA7819069,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:21Z,2021-01-14T13:54:22Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819069,r61_l7_S2,ERS5566273,ERP126269,r61_l7_S2,r61_l7_S2,MISJ,2015,295,3921628045,1693312425,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US"
ERR5100681,WGS,PRJEB42417,SAMEA7819082,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906401,SAMEA7819082,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:23Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819082,r61_l7_S41,ERS5566286,ERP126269,r61_l7_S41,r61_l7_S41,MISJ,2015,293,1876216401,825866503,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5100682,WGS,PRJEB42417,SAMEA7819107,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906402,SAMEA7819107,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819107,r64_l8_G1_OH14PR02,ERS5566311,ERP126269,r64_l8_G1_OH14PR02,r64_l8_G1_OH14PR02,OHPR,2014,288,264946569,114596730,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public"
ERR5100683,WGS,PRJEB42417,SAMEA7819072,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906403,SAMEA7819072,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:23Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819072,r61_l7_S32,ERS5566276,ERP126269,r61_l7_S32,r61_l7_S32,MISJ,2015,294,3215810079,1390793347,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public"
ERR5100684,WGS,PRJEB42417,SAMEA7819110,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906404,SAMEA7819110,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819110,r64_l8_G1_OH14PR07,ERS5566314,ERP126269,r64_l8_G1_OH14PR07,r64_l8_G1_OH14PR07,OHPR,2014,288,71428453,31732627,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US"
ERR5100685,WGS,PRJEB42417,SAMEA7819096,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906405,SAMEA7819096,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819096,r61_l7_S55,ERS5566300,ERP126269,r61_l7_S55,r61_l7_S55,MISJ,2016,294,1382947493,595638791,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public"
ERR5100686,WGS,PRJEB42417,SAMEA7819092,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906406,SAMEA7819092,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819092,r61_l7_S51,ERS5566296,ERP126269,r61_l7_S51,r61_l7_S51,MISJ,2016,292,1361312976,581611217,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5100687,WGS,PRJEB42417,SAMEA7819091,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906407,SAMEA7819091,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819091,r61_l7_S50,ERS5566295,ERP126269,r61_l7_S50,r61_l7_S50,MISJ,2016,293,1608430466,698083379,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US"
ERR5100688,WGS,PRJEB42417,SAMEA7819100,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906408,SAMEA7819100,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819100,r61_l7_S59,ERS5566304,ERP126269,r61_l7_S59,r61_l7_S59,MISJ,2016,294,1476536774,636042404,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US"
ERR5100689,WGS,PRJEB42417,SAMEA7819095,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906409,SAMEA7819095,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819095,r61_l7_S54,ERS5566299,ERP126269,r61_l7_S54,r61_l7_S54,MISJ,2016,294,1353834023,582265011,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US"
ERR5100690,WGS,PRJEB42417,SAMEA7819113,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906410,SAMEA7819113,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819113,r64_l8_G1_OH14PR16,ERS5566317,ERP126269,r64_l8_G1_OH14PR16,r64_l8_G1_OH14PR16,OHPR,2014,267,244378266,103693588,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public"
ERR5100691,WGS,PRJEB42417,SAMEA7819111,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906411,SAMEA7819111,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819111,r64_l8_G1_OH14PR08,ERS5566315,ERP126269,r64_l8_G1_OH14PR08,r64_l8_G1_OH14PR08,OHPR,2014,267,342351928,142874109,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US"
ERR5100692,WGS,PRJEB42417,SAMEA7819115,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906412,SAMEA7819115,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819115,r64_l8_G1_OH14PR21,ERS5566319,ERP126269,r64_l8_G1_OH14PR21,r64_l8_G1_OH14PR21,OHPR,2014,273,172846178,73257845,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US"
ERR5100693,WGS,PRJEB42417,SAMEA7819120,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906413,SAMEA7819120,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819120,r64_l8_G1_OH14PR35,ERS5566324,ERP126269,r64_l8_G1_OH14PR35,r64_l8_G1_OH14PR35,OHPR,2014,267,36368513,16099924,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public"
ERR5100694,WGS,PRJEB42417,SAMEA7819108,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906414,SAMEA7819108,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819108,r64_l8_G1_OH14PR03,ERS5566312,ERP126269,r64_l8_G1_OH14PR03,r64_l8_G1_OH14PR03,OHPR,2014,290,675118079,288187406,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public"
ERR5100695,WGS,PRJEB42417,SAMEA7819117,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906415,SAMEA7819117,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819117,r64_l8_G1_OH14PR23,ERS5566321,ERP126269,r64_l8_G1_OH14PR23,r64_l8_G1_OH14PR23,OHPR,2014,274,386547400,162759249,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1"
ERR5100696,WGS,PRJEB42417,SAMEA7819109,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906416,SAMEA7819109,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819109,r64_l8_G1_OH14PR05,ERS5566313,ERP126269,r64_l8_G1_OH14PR05,r64_l8_G1_OH14PR05,OHPR,2014,284,763471373,319597410,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public"
ERR5100697,WGS,PRJEB42417,SAMEA7819099,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906417,SAMEA7819099,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819099,r61_l7_S58,ERS5566303,ERP126269,r61_l7_S58,r61_l7_S58,MISJ,2016,294,1860200202,815924012,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1"
ERR5100698,WGS,PRJEB42417,SAMEA7819098,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906418,SAMEA7819098,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819098,r61_l7_S57,ERS5566302,ERP126269,r61_l7_S57,r61_l7_S57,MISJ,2016,292,1865880093,805699254,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5100699,WGS,PRJEB42417,SAMEA7819119,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906419,SAMEA7819119,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819119,r64_l8_G1_OH14PR32,ERS5566323,ERP126269,r64_l8_G1_OH14PR32,r64_l8_G1_OH14PR32,OHPR,2014,286,477388886,199822397,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public"
ERR5100700,WGS,PRJEB42417,SAMEA7819121,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906420,SAMEA7819121,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:26Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819121,r64_l8_G1_OH14PR36,ERS5566325,ERP126269,r64_l8_G1_OH14PR36,r64_l8_G1_OH14PR36,OHPR,2014,291,505388715,214604839,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US"
ERR5100701,WGS,PRJEB42417,SAMEA7819114,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906421,SAMEA7819114,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:25Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819114,r64_l8_G1_OH14PR20,ERS5566318,ERP126269,r64_l8_G1_OH14PR20,r64_l8_G1_OH14PR20,OHPR,2014,287,793869907,331000857,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US"
ERR5100702,WGS,PRJEB42417,SAMEA7819129,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906422,SAMEA7819129,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:26Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819129,r64_l8_OH15PR66,ERS5566333,ERP126269,r64_l8_OH15PR66,r64_l8_OH15PR66,OHPR,2015,280,143644996,60170804,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5100703,WGS,PRJEB42417,SAMEA7819101,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906423,SAMEA7819101,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819101,r61_l7_S5,ERS5566305,ERP126269,r61_l7_S5,r61_l7_S5,MISJ,2015,295,2417557330,1039008121,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US"
ERR5100704,WGS,PRJEB42417,SAMEA7819090,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-14,ERX4906424,SAMEA7819090,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-14T13:54:24Z,public,Illumina HiSeq 3000,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7819090,r61_l7_S4,ERS5566294,ERP126269,r61_l7_S4,r61_l7_S4,MISJ,2015,294,2599805664,1106638645,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US"
