Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Submitter_Id,Title,sub_species,common_name
ERR3014279,WGS,292,2026924424,PRJEB30473,SAMEA5190325,1025375794,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016731,SAMEA5190325,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,38.47 N 90.71 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190325,Alyrl_11_MO2_07,ERS2997819,ERP112933,Alyrl_11_MO2_07,Alyrl_11_MO2_07,lyrata,
ERR3014280,WGS,292,2168977168,PRJEB30473,SAMEA5190325,1125428009,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016732,SAMEA5190325,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,38.47 N 90.71 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190325,Alyrl_11_MO2_07,ERS2997819,ERP112933,Alyrl_11_MO2_07,Alyrl_11_MO2_07,lyrata,
ERR3014281,WGS,292,1815537740,PRJEB30473,SAMEA5190326,922633106,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016733,SAMEA5190326,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,38.47 N 90.71 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190326,Alyrl_11_MO2_28,ERS2997820,ERP112933,Alyrl_11_MO2_28,Alyrl_11_MO2_28,lyrata,
ERR3014282,WGS,292,1916880428,PRJEB30473,SAMEA5190326,1000777788,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016734,SAMEA5190326,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,38.47 N 90.71 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190326,Alyrl_11_MO2_28,ERS2997820,ERP112933,Alyrl_11_MO2_28,Alyrl_11_MO2_28,lyrata,
ERR3014283,WGS,292,1841964032,PRJEB30473,SAMEA5190327,935110405,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016735,SAMEA5190327,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,35.25 N 83.08 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190327,Alyrl_11_NC1_01,ERS2997821,ERP112933,Alyrl_11_NC1_01,Alyrl_11_NC1_01,lyrata,
ERR3014284,WGS,292,1954774436,PRJEB30473,SAMEA5190327,1017339190,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016736,SAMEA5190327,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,35.25 N 83.08 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190327,Alyrl_11_NC1_01,ERS2997821,ERP112933,Alyrl_11_NC1_01,Alyrl_11_NC1_01,lyrata,
ERR3014285,WGS,292,1915444372,PRJEB30473,SAMEA5190328,938595763,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016737,SAMEA5190328,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,35.25 N 83.08 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190328,Alyrl_11_NC1_13,ERS2997822,ERP112933,Alyrl_11_NC1_13,Alyrl_11_NC1_13,lyrata,
ERR3014286,WGS,292,2079692328,PRJEB30473,SAMEA5190328,1070546389,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016738,SAMEA5190328,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,35.25 N 83.08 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190328,Alyrl_11_NC1_13,ERS2997822,ERP112933,Alyrl_11_NC1_13,Alyrl_11_NC1_13,lyrata,
ERR3014287,WGS,292,1665026340,PRJEB30473,SAMEA5190329,853020550,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016739,SAMEA5190329,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.11 N 81.66 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190329,Alyrl_11_NC3_16,ERS2997823,ERP112933,Alyrl_11_NC3_16,Alyrl_11_NC3_16,lyrata,
ERR3014288,WGS,292,1775319996,PRJEB30473,SAMEA5190329,930329982,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016740,SAMEA5190329,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.11 N 81.66 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190329,Alyrl_11_NC3_16,ERS2997823,ERP112933,Alyrl_11_NC3_16,Alyrl_11_NC3_16,lyrata,
ERR3014289,WGS,292,1564130120,PRJEB30473,SAMEA5190330,788728700,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016741,SAMEA5190330,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.11 N 81.66 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190330,Alyrl_11_NC3_30,ERS2997824,ERP112933,Alyrl_11_NC3_30,Alyrl_11_NC3_30,lyrata,
ERR3014290,WGS,292,1690623060,PRJEB30473,SAMEA5190330,874831360,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016742,SAMEA5190330,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.11 N 81.66 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190330,Alyrl_11_NC3_30,ERS2997824,ERP112933,Alyrl_11_NC3_30,Alyrl_11_NC3_30,lyrata,
ERR3014291,WGS,292,2641440468,PRJEB30473,SAMEA5190331,1331785481,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016743,SAMEA5190331,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.04 N 81.16 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190331,Alyrl_11_NC2_03,ERS2997825,ERP112933,Alyrl_11_NC2_03,Alyrl_11_NC2_03,lyrata,
ERR3014292,WGS,292,2823899588,PRJEB30473,SAMEA5190331,1482322144,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016744,SAMEA5190331,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.04 N 81.16 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190331,Alyrl_11_NC2_03,ERS2997825,ERP112933,Alyrl_11_NC2_03,Alyrl_11_NC2_03,lyrata,
ERR3014293,WGS,292,1829549068,PRJEB30473,SAMEA5190332,917111144,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016745,SAMEA5190332,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.04 N 81.16 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190332,Alyrl_11_NC2_29,ERS2997826,ERP112933,Alyrl_11_NC2_29,Alyrl_11_NC2_29,lyrata,
ERR3014294,WGS,292,1986394824,PRJEB30473,SAMEA5190332,1025097386,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016746,SAMEA5190332,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.04 N 81.16 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190332,Alyrl_11_NC2_29,ERS2997826,ERP112933,Alyrl_11_NC2_29,Alyrl_11_NC2_29,lyrata,
ERR3014295,WGS,292,1731049000,PRJEB30473,SAMEA5190333,892221887,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016747,SAMEA5190333,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.41 N 79.96 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190333,Alyrl_11_NC4_02,ERS2997827,ERP112933,Alyrl_11_NC4_02,Alyrl_11_NC4_02,lyrata,
ERR3014296,WGS,292,1927349504,PRJEB30473,SAMEA5190333,1025315243,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016748,SAMEA5190333,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.41 N 79.96 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190333,Alyrl_11_NC4_02,ERS2997827,ERP112933,Alyrl_11_NC4_02,Alyrl_11_NC4_02,lyrata,
ERR3014297,WGS,292,1692855108,PRJEB30473,SAMEA5190334,857854045,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016749,SAMEA5190334,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.41 N 79.96 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190334,Alyrl_11_NC4_07,ERS2997828,ERP112933,Alyrl_11_NC4_07,Alyrl_11_NC4_07,lyrata,
ERR3014298,WGS,292,1905427896,PRJEB30473,SAMEA5190334,1000690201,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016750,SAMEA5190334,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,36.41 N 79.96 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190334,Alyrl_11_NC4_07,ERS2997828,ERP112933,Alyrl_11_NC4_07,Alyrl_11_NC4_07,lyrata,
ERR3014299,WGS,292,1677491820,PRJEB30473,SAMEA5190335,875369662,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016751,SAMEA5190335,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,39.59 N 91.92 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190335,Alyrl_11_MO3_09,ERS2997829,ERP112933,Alyrl_11_MO3_09,Alyrl_11_MO3_09,lyrata,
ERR3014300,WGS,292,1873172408,PRJEB30473,SAMEA5190335,995446287,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016752,SAMEA5190335,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,39.59 N 91.92 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190335,Alyrl_11_MO3_09,ERS2997829,ERP112933,Alyrl_11_MO3_09,Alyrl_11_MO3_09,lyrata,
ERR3014301,WGS,292,1441213304,PRJEB30473,SAMEA5190336,733217555,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016753,SAMEA5190336,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,39.59 N 91.92 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190336,Alyrl_11_MO3_28,ERS2997830,ERP112933,Alyrl_11_MO3_28,Alyrl_11_MO3_28,lyrata,
ERR3014302,WGS,292,2076667208,PRJEB30473,SAMEA5190336,1092345799,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016754,SAMEA5190336,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,39.59 N 91.92 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190336,Alyrl_11_MO3_28,ERS2997830,ERP112933,Alyrl_11_MO3_28,Alyrl_11_MO3_28,lyrata,
ERR3014303,WGS,292,3484397164,PRJEB30473,SAMEA5190337,1819101385,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016755,SAMEA5190337,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,35.59 N 83.81 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190337,Alyrl_11_TN1_01,ERS2997831,ERP112933,Alyrl_11_TN1_01,Alyrl_11_TN1_01,lyrata,
ERR3014304,WGS,292,3749328180,PRJEB30473,SAMEA5190337,2011607986,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016756,SAMEA5190337,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,35.59 N 83.81 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190337,Alyrl_11_TN1_01,ERS2997831,ERP112933,Alyrl_11_TN1_01,Alyrl_11_TN1_01,lyrata,
ERR3014305,WGS,292,1914750872,PRJEB30473,SAMEA5190338,991166652,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016757,SAMEA5190338,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,35.59 N 83.81 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190338,Alyrl_11_TN1_08,ERS2997832,ERP112933,Alyrl_11_TN1_08,Alyrl_11_TN1_08,lyrata,
ERR3014306,WGS,292,2067582796,PRJEB30473,SAMEA5190338,1086497146,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016758,SAMEA5190338,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,35.59 N 83.81 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190338,Alyrl_11_TN1_08,ERS2997832,ERP112933,Alyrl_11_TN1_08,Alyrl_11_TN1_08,lyrata,
ERR3014307,WGS,292,2033932132,PRJEB30473,SAMEA5190339,1028082934,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016759,SAMEA5190339,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,41.97 N 90.37 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190339,Alyrl_11_IA1_04,ERS2997833,ERP112933,Alyrl_11_IA1_04,Alyrl_11_IA1_04,lyrata,
ERR3014308,WGS,292,2276448060,PRJEB30473,SAMEA5190339,1189988781,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016760,SAMEA5190339,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,41.97 N 90.37 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190339,Alyrl_11_IA1_04,ERS2997833,ERP112933,Alyrl_11_IA1_04,Alyrl_11_IA1_04,lyrata,
ERR3014309,WGS,292,1753845440,PRJEB30473,SAMEA5190340,894908636,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016761,SAMEA5190340,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,41.97 N 90.37 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190340,Alyrl_11_IA1_26,ERS2997834,ERP112933,Alyrl_11_IA1_26,Alyrl_11_IA1_26,lyrata,
ERR3014310,WGS,292,1952811320,PRJEB30473,SAMEA5190340,1030406722,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016762,SAMEA5190340,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,41.97 N 90.37 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190340,Alyrl_11_IA1_26,ERS2997834,ERP112933,Alyrl_11_IA1_26,Alyrl_11_IA1_26,lyrata,
ERR3014311,WGS,292,1388458540,PRJEB30473,SAMEA5190341,709198598,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016763,SAMEA5190341,Iceland,Europe,Iceland,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:58Z,public,Illumina HiSeq 2500,65.75 N 19.64 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. petraea,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190341,Alyrp_11_ICE_01,ERS2997835,ERP112933,Alyrp_11_ICE_01,Alyrp_11_ICE_01,petraea,
