Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Tissue
SRR1946247,not applicable,WGS,200,2262136800,PRJNA273563,SAMN03327091,Plant,1452988290,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9665,SRX972930,Italy,Europe,Italy,Illumina HiSeq 2000,9665,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9665,SRP056687,leaf
SRR1946248,not applicable,WGS,200,2301986400,PRJNA273563,SAMN03327092,Plant,1477427817,MPI-DB,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,9666,SRX972931,Italy,Europe,Italy,Illumina HiSeq 2000,9666,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9666,SRP056687,leaf
SRR1946249,not applicable,WGS,200,2070507400,PRJNA273563,SAMN03327093,Plant,1343296881,MPI-DB,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,9667,SRX972932,Italy,Europe,Italy,Illumina HiSeq 2000,9667,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9667,SRP056687,leaf
SRR1946250,not applicable,WGS,200,2133081800,PRJNA273563,SAMN03327094,Plant,1370108619,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9668,SRX972933,Italy,Europe,Italy,Illumina HiSeq 2000,9668,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9668,SRP056687,leaf
SRR1946251,not applicable,WGS,200,2441324000,PRJNA273563,SAMN03327095,Plant,1570602146,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,9669,SRX972934,Italy,Europe,Italy,Illumina HiSeq 2000,9669,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9669,SRP056687,leaf
SRR1946252,not applicable,WGS,200,2910636600,PRJNA273563,SAMN03327096,Plant,2001118832,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,9670,SRX972935,Italy,Europe,Italy,Illumina HiSeq 2000,9670,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9670,SRP056687,leaf
SRR1946253,not applicable,WGS,200,2556018800,PRJNA273563,SAMN03327097,Plant,1618484260,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,9671,SRX972936,Italy,Europe,Italy,Illumina HiSeq 2000,9671,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9671,SRP056687,leaf
SRR1946254,not applicable,WGS,200,3069432400,PRJNA273563,SAMN03327098,Plant,2124707878,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9672,SRX972937,Italy,Europe,Italy,Illumina HiSeq 2000,9672,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9672,SRP056687,leaf
SRR1946255,not applicable,WGS,200,8650936600,PRJNA273563,SAMN03327099,Plant,6039595244,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,9673,SRX972938,Italy,Europe,Italy,Illumina HiSeq 2000,9673,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9673,SRP056687,leaf
SRR1946256,not applicable,WGS,200,3034525800,PRJNA273563,SAMN03327100,Plant,2131640200,MPI-DB,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,9676,SRX972939,Italy,Europe,Italy,Illumina HiSeq 2000,9676,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9676,SRP056687,leaf
SRR1946257,not applicable,WGS,200,3385775200,PRJNA273563,SAMN03327101,Plant,2287112506,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,9677,SRX972940,Italy,Europe,Italy,Illumina HiSeq 2000,9677,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9677,SRP056687,leaf
SRR1946258,not applicable,WGS,200,3136680400,PRJNA273563,SAMN03327102,Plant,2105695711,MPI-DB,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,9678,SRX972941,Italy,Europe,Italy,Illumina HiSeq 2000,9678,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9678,SRP056687,leaf
SRR1946259,not applicable,WGS,200,3024445200,PRJNA273563,SAMN03327103,Plant,2049839268,MPI-DB,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,9679,SRX972942,Italy,Europe,Italy,Illumina HiSeq 2000,9679,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9679,SRP056687,leaf
SRR1946260,not applicable,WGS,200,2108944600,PRJNA273563,SAMN03327104,Plant,1439187318,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,9680,SRX972943,Italy,Europe,Italy,Illumina HiSeq 2000,9680,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9680,SRP056687,leaf
SRR1946261,not applicable,WGS,200,1919380600,PRJNA273563,SAMN03327105,Plant,1228614342,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9681,SRX972944,Italy,Europe,Italy,Illumina HiSeq 2000,9681,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9681,SRP056687,leaf
SRR1946262,not applicable,WGS,200,3024666400,PRJNA273563,SAMN03327106,Plant,2017114138,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9682,SRX972945,Italy,Europe,Italy,Illumina HiSeq 2000,9682,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9682,SRP056687,leaf
SRR1946263,not applicable,WGS,200,3262233200,PRJNA273563,SAMN03327107,Plant,2183355234,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9683,SRX972946,Italy,Europe,Italy,Illumina HiSeq 2000,9683,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9683,SRP056687,leaf
SRR1946264,not applicable,WGS,200,3596194600,PRJNA273563,SAMN03327108,Plant,2425437681,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9684,SRX972947,Italy,Europe,Italy,Illumina HiSeq 2000,9684,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9684,SRP056687,leaf
SRR1946265,not applicable,WGS,200,3216769800,PRJNA273563,SAMN03327109,Plant,2230100801,MPI-DB,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",not applicable,9685,SRX972948,Italy,Europe,Italy,Illumina HiSeq 2000,9685,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9685,SRP056687,leaf
SRR1946266,not applicable,WGS,200,4383144000,PRJNA273563,SAMN03327110,Plant,2934303397,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9686,SRX972949,Italy,Europe,Italy,Illumina HiSeq 2000,9686,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9686,SRP056687,leaf
SRR1946267,not applicable,WGS,200,2455639600,PRJNA273563,SAMN03327111,Plant,1700550412,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9687,SRX972950,Italy,Europe,Italy,Illumina HiSeq 2000,9687,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9687,SRP056687,leaf
SRR1946268,not applicable,WGS,200,4043294600,PRJNA273563,SAMN03327112,Plant,2793869065,MPI-DB,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9689,SRX972951,Italy,Europe,Italy,Illumina HiSeq 2000,9689,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9689,SRP056687,leaf
SRR1946269,not applicable,WGS,200,2901113400,PRJNA273563,SAMN03327113,Plant,2008062531,MPI-DB,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,9690,SRX972952,Italy,Europe,Italy,Illumina HiSeq 2000,9690,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9690,SRP056687,leaf
SRR1946270,not applicable,WGS,200,1994658400,PRJNA273563,SAMN03327114,Plant,1380220811,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9691,SRX972953,Italy,Europe,Italy,Illumina HiSeq 2000,9691,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9691,SRP056687,leaf
SRR1946271,not applicable,WGS,200,3325611800,PRJNA273563,SAMN03327115,Plant,2290071529,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9692,SRX972954,Italy,Europe,Italy,Illumina HiSeq 2000,9692,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9692,SRP056687,leaf
SRR1946272,not applicable,WGS,200,2649297400,PRJNA273563,SAMN03327116,Plant,1825983841,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9693,SRX972955,Italy,Europe,Italy,Illumina HiSeq 2000,9693,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9693,SRP056687,leaf
SRR1946273,not applicable,WGS,200,3705577200,PRJNA273563,SAMN03327117,Plant,2532713496,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,9694,SRX972956,Italy,Europe,Italy,Illumina HiSeq 2000,9694,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9694,SRP056687,leaf
SRR1946274,not applicable,WGS,200,2158972400,PRJNA273563,SAMN03327118,Plant,1384811945,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9695,SRX972957,Italy,Europe,Italy,Illumina HiSeq 2000,9695,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9695,SRP056687,leaf
SRR1946275,not applicable,WGS,200,2360757400,PRJNA273563,SAMN03327119,Plant,1516556744,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9696,SRX972958,Italy,Europe,Italy,Illumina HiSeq 2000,9696,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9696,SRP056687,leaf
SRR1946276,not applicable,WGS,200,4349010800,PRJNA273563,SAMN03327120,Plant,2809819845,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9697,SRX972959,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9697,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9697,SRP056687,leaf
SRR1946277,not applicable,WGS,200,2866355400,PRJNA273563,SAMN03327121,Plant,1862933439,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,9698,SRX972960,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9698,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9698,SRP056687,leaf
SRR1946278,not applicable,WGS,200,2262930400,PRJNA273563,SAMN03327122,Plant,1456206845,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9699,SRX972961,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9699,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9699,SRP056687,leaf
SRR1946279,not applicable,WGS,200,3413873400,PRJNA273563,SAMN03327123,Plant,2325226933,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9700,SRX972962,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9700,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9700,SRP056687,leaf
SRR1946280,not applicable,WGS,200,4018147000,PRJNA273563,SAMN03327124,Plant,2779816847,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9701,SRX972963,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9701,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9701,SRP056687,leaf
SRR1946281,not applicable,WGS,200,4205407400,PRJNA273563,SAMN03327125,Plant,2867377485,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9703,SRX972964,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9703,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9703,SRP056687,leaf
SRR1946282,not applicable,WGS,200,1601829800,PRJNA273563,SAMN03327126,Plant,1020611655,MPI-DB,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,9704,SRX972965,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9704,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9704,SRP056687,leaf
SRR1946283,not applicable,WGS,200,4191878000,PRJNA273563,SAMN03327127,Plant,2899531373,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,9705,SRX972966,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9705,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9705,SRP056687,leaf
SRR1946284,not applicable,WGS,200,2048766400,PRJNA273563,SAMN03327128,Plant,1354813590,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9706,SRX972967,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9706,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9706,SRP056687,leaf
SRR1946285,not applicable,WGS,200,3419701400,PRJNA273563,SAMN03327129,Plant,2339996176,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9707,SRX972968,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9707,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9707,SRP056687,leaf
SRR1946286,not applicable,WGS,200,4355852800,PRJNA273563,SAMN03327130,Plant,2982390473,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,9708,SRX972969,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9708,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9708,SRP056687,leaf
SRR1946287,not applicable,WGS,200,3574898600,PRJNA273563,SAMN03327131,Plant,2455937725,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,9709,SRX972970,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9709,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9709,SRP056687,leaf
SRR1946288,not applicable,WGS,200,2526604800,PRJNA273563,SAMN03327132,Plant,1720196446,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9710,SRX972971,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9710,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9710,SRP056687,leaf
SRR1946289,not applicable,WGS,200,3298343800,PRJNA273563,SAMN03327133,Plant,2265092175,MPI-DB,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9711,SRX972972,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9711,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9711,SRP056687,leaf
SRR1946290,not applicable,WGS,200,2489198800,PRJNA273563,SAMN03327134,Plant,1603024317,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,9712,SRX972973,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9712,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9712,SRP056687,leaf
SRR1946291,not applicable,WGS,200,2394962400,PRJNA273563,SAMN03327135,Plant,1567461611,MPI-DB,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9713,SRX972974,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9713,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9713,SRP056687,leaf
SRR1946292,not applicable,WGS,200,3055279600,PRJNA273563,SAMN03327136,Plant,2041054453,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9714,SRX972975,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9714,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9714,SRP056687,leaf
SRR1946293,not applicable,WGS,200,2205572600,PRJNA273563,SAMN03327137,Plant,1416329472,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9716,SRX972976,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9716,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9716,SRP056687,leaf
SRR1946294,not applicable,WGS,200,3856489800,PRJNA273563,SAMN03327138,Plant,2625055547,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,9717,SRX972977,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9717,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9717,SRP056687,leaf
SRR1946295,not applicable,WGS,200,2287808400,PRJNA273563,SAMN03327139,Plant,1441159073,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,9718,SRX972978,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9718,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9718,SRP056687,leaf
SRR1946296,not applicable,WGS,200,1945121000,PRJNA273563,SAMN03327140,Plant,1245122920,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9719,SRX972979,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9719,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9719,SRP056687,leaf
SRR1946297,not applicable,WGS,200,4197827000,PRJNA273563,SAMN03327141,Plant,2906765283,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9720,SRX972980,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9720,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9720,SRP056687,leaf
SRR1946298,not applicable,WGS,200,1985912400,PRJNA273563,SAMN03327142,Plant,1312196237,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9721,SRX972981,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9721,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9721,SRP056687,leaf
SRR1946299,not applicable,WGS,200,3502902200,PRJNA273563,SAMN03327143,Plant,2427017895,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9722,SRX972982,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9722,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9722,SRP056687,leaf
SRR1946300,not applicable,WGS,200,1767111200,PRJNA273563,SAMN03327144,Plant,1140093245,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,9723,SRX972983,Bulgaria,Europe,Bulgaria,Illumina HiSeq 2000,9723,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9723,SRP056687,leaf
SRR1946301,not applicable,WGS,200,1942931400,PRJNA273563,SAMN03327145,Plant,1228925372,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9725,SRX972984,Greece,Europe,Greece,Illumina HiSeq 2000,9725,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9725,SRP056687,leaf
SRR1946302,not applicable,WGS,200,2232948600,PRJNA273563,SAMN03327146,Plant,1414390335,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9726,SRX972985,Greece,Europe,Greece,Illumina HiSeq 2000,9726,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9726,SRP056687,leaf
SRR1946303,not applicable,WGS,200,2314065400,PRJNA273563,SAMN03327147,Plant,1473409791,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9727,SRX972986,Greece,Europe,Greece,Illumina HiSeq 2000,9727,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9727,SRP056687,leaf
SRR1946304,not applicable,WGS,200,1908960400,PRJNA273563,SAMN03327148,Plant,1215148028,MPI-DB,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,9728,SRX972987,Slovakia,Europe,Slovakia,Illumina HiSeq 2000,9728,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9728,SRP056687,leaf
SRR1946305,not applicable,WGS,200,4136649200,PRJNA273563,SAMN03327149,Plant,2829129066,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,9729,SRX972988,Slovakia,Europe,Slovakia,Illumina HiSeq 2000,9729,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9729,SRP056687,leaf
SRR1946306,not applicable,WGS,200,2302085400,PRJNA273563,SAMN03327150,Plant,1467706546,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9730,SRX972989,Slovakia,Europe,Slovakia,Illumina HiSeq 2000,9730,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9730,SRP056687,leaf
SRR1946307,not applicable,WGS,200,3265718800,PRJNA273563,SAMN03327151,Plant,2244800668,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,9731,SRX972990,Slovakia,Europe,Slovakia,Illumina HiSeq 2000,9731,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9731,SRP056687,leaf
SRR1946308,not applicable,WGS,200,3831885000,PRJNA273563,SAMN03327152,Plant,2625126954,MPI-DB,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9732,SRX972991,Slovakia,Europe,Slovakia,Illumina HiSeq 2000,9732,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9732,SRP056687,leaf
SRR1946309,not applicable,WGS,200,2433204200,PRJNA273563,SAMN03327153,Plant,1573734480,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,9733,SRX972992,Slovakia,Europe,Slovakia,Illumina HiSeq 2000,9733,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9733,SRP056687,leaf
SRR1946310,not applicable,WGS,200,2935531200,PRJNA273563,SAMN03327154,Plant,2006223561,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9735,SRX972993,Slovakia,Europe,Slovakia,Illumina HiSeq 2000,9735,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9735,SRP056687,leaf
SRR1946311,not applicable,WGS,200,2052386000,PRJNA273563,SAMN03327155,Plant,1317760500,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9736,SRX972994,Romania,Europe,Romania,Illumina HiSeq 2000,9736,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9736,SRP056687,leaf
SRR1946312,not applicable,WGS,200,2000615000,PRJNA273563,SAMN03327156,Plant,1254082035,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,9737,SRX972995,Romania,Europe,Romania,Illumina HiSeq 2000,9737,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,9737,SRP056687,leaf
