Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Extract_protocol,growth_protocol,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Molecule,Organism,Platform,ReleaseDate,Sample Name,SRA Study,title
SRR5421712,OTHER,300,4616841600,SAMN06691291,2105846261,LIPM-INRA-CNRS,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2713193,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_AXLE-B_1491483746_sra_1,SRP103198,Climares_Ath_AXLE-B
SRR5421713,OTHER,300,8924518200,SAMN06691292,4194356841,LIPM-INRA-CNRS,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2713192,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_ANGE-A_1491483746_sra_1,SRP103198,Climares_Ath_ANGE-A
SRR5421714,OTHER,300,9885829800,SAMN06691293,4609963885,LIPM-INRA-CNRS,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX2713191,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_CLAR-B_1491483746_sra_1,SRP103198,Climares_Ath_CLAR-B
SRR5421715,OTHER,300,10520595900,SAMN06691294,4713574359,LIPM-INRA-CNRS,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2713190,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_BAZI-A_1491483747_sra_1,SRP103198,Climares_Ath_BAZI-A
SRR5421716,OTHER,300,9869076000,SAMN06691295,4412596898,LIPM-INRA-CNRS,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2713189,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_LANT-C_1491483747_sra_1,SRP103198,Climares_Ath_LANT-C
SRR5421717,OTHER,300,5544611400,SAMN06691296,2557464277,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2713188,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_JULI-A_1491483747_sra_1,SRP103198,Climares_Ath_JULI-A
SRR5421718,OTHER,300,7087656000,SAMN06691297,3241623837,LIPM-INRA-CNRS,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2713187,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_LAMA-B_1491483747_sra_1,SRP103198,Climares_Ath_LAMA-B
SRR5421719,OTHER,300,8483550000,SAMN06691298,3998043825,LIPM-INRA-CNRS,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2713186,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_COLO-A_1491483747_sra_1,SRP103198,Climares_Ath_COLO-A
SRR5421720,OTHER,300,8067872400,SAMN06691299,3594525373,LIPM-INRA-CNRS,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2713185,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_VILLA-A_1491483748_sra_1,SRP103198,Climares_Ath_VILLA-A
SRR5421721,OTHER,300,8350433700,SAMN06691300,3771798506,LIPM-INRA-CNRS,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2713184,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_AULO-A_1491483748_sra_1,SRP103198,Climares_Ath_AULO-A
SRR5421722,OTHER,300,4665081900,SAMN06691301,2188406083,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2713183,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_CAPE-A_1491483748_sra_1,SRP103198,Climares_Ath_CAPE-A
SRR5421723,OTHER,300,9858341700,SAMN06691302,4516096697,LIPM-INRA-CNRS,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2713182,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_CASS-A_1491483748_sra_1,SRP103198,Climares_Ath_CASS-A
SRR5421724,OTHER,300,7398809400,SAMN06691303,3488707825,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX2713181,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_VILLE-B_1491483748_sra_1,SRP103198,Climares_Ath_VILLE-B
SRR5421725,OTHER,300,5043712500,SAMN06691304,2374356272,LIPM-INRA-CNRS,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX2713180,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_TARN-C_1491483748_sra_1,SRP103198,Climares_Ath_TARN-C
SRR5421726,OTHER,300,5541085800,SAMN06691305,2633608464,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2713179,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_AUZE-A_1491483749_sra_1,SRP103198,Climares_Ath_AUZE-A
SRR5421727,OTHER,300,5063777400,SAMN06691306,2354107214,LIPM-INRA-CNRS,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2713178,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_BACC-B_1491483749_sra_1,SRP103198,Climares_Ath_BACC-B
SRR5421728,OTHER,300,7789434900,SAMN06691307,3609264929,LIPM-INRA-CNRS,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2713177,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MASS-A_1491483749_sra_1,SRP103198,Climares_Ath_MASS-A
SRR5421729,OTHER,300,6097913700,SAMN06691308,2921306602,LIPM-INRA-CNRS,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX2713176,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_COLO-C_1491483749_sra_1,SRP103198,Climares_Ath_COLO-C
SRR5421730,OTHER,300,12606129900,SAMN06691309,5804749352,LIPM-INRA-CNRS,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2713175,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_JACO-A_1491483749_sra_1,SRP103198,Climares_Ath_JACO-A
SRR5421731,OTHER,300,6319688400,SAMN06691310,3089342659,LIPM-INRA-CNRS,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2713174,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_PUYM-B_1491483750_sra_1,SRP103198,Climares_Ath_PUYM-B
SRR5421732,OTHER,300,8459624100,SAMN06691311,3932902051,LIPM-INRA-CNRS,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2713173,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MONE-A_1491483750_sra_1,SRP103198,Climares_Ath_MONE-A
SRR5421733,OTHER,300,6665754600,SAMN06691312,3164275839,LIPM-INRA-CNRS,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2713172,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_ROQU-B_1491483750_sra_1,SRP103198,Climares_Ath_ROQU-B
SRR5421734,OTHER,300,7646602500,SAMN06691313,3492772421,LIPM-INRA-CNRS,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2713171,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MONTM-B_1491483750_sra_1,SRP103198,Climares_Ath_MONTM-B
SRR5421735,OTHER,300,8015808000,SAMN06691314,3771594919,LIPM-INRA-CNRS,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2713170,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_VILLE-A_1491483750_sra_1,SRP103198,Climares_Ath_VILLE-A
SRR5421736,OTHER,300,6703843200,SAMN06691315,3135432468,LIPM-INRA-CNRS,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2713169,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_ROME-A_1491483751_sra_1,SRP103198,Climares_Ath_ROME-A
SRR5421737,OTHER,300,8697809400,SAMN06691316,4101190251,LIPM-INRA-CNRS,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2713168,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_CAST-A_1491483751_sra_1,SRP103198,Climares_Ath_CAST-A
SRR5421738,OTHER,300,6054879300,SAMN06691317,3015632622,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2713167,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_PAMP-A_1491483751_sra_1,SRP103198,Climares_Ath_PAMP-A
SRR5421739,OTHER,300,8248031700,SAMN06691318,3683251739,LIPM-INRA-CNRS,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2713166,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_LABA-B_1491483751_sra_1,SRP103198,Climares_Ath_LABA-B
SRR5421740,OTHER,300,9513826500,SAMN06691319,4345601435,LIPM-INRA-CNRS,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2713165,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_GREZ-A_1491483751_sra_1,SRP103198,Climares_Ath_GREZ-A
SRR5421741,OTHER,300,6816077100,SAMN06691320,3404310334,LIPM-INRA-CNRS,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2713164,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_COLO-B_1491483751_sra_1,SRP103198,Climares_Ath_COLO-B
SRR5421742,OTHER,300,9230905800,SAMN06691321,4324712294,LIPM-INRA-CNRS,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2713163,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_PREI-A_1491483752_sra_1,SRP103198,Climares_Ath_PREI-A
SRR5421743,OTHER,300,8840856000,SAMN06691322,4188003181,LIPM-INRA-CNRS,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2713162,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MONTI-D_1491483752_sra_1,SRP103198,Climares_Ath_MONTI-D
