oa_id	ecotype_id	sample_name	latitude	longitude	locality	country	collector	collection_date	cs_number	sra_run	biosample	bioproject	library_layout	instrument_model	species	internal_data	internal_sample_name	elevation	ploidy	collection_notes	pooled_plants	include	country_code	country_name	dataset
OABO0010		PUS	48.88552	20.23937	Slovakia: Banskobystricky-Presovsky kraj; Nitze Tatry-Slovensky raj\, Horehronie\, at intersection of Puste Pole	Slovakia	A. Guggisberg\, G. Mansion\, L. Paule	2012-06-27		SRR7904951	SAMN10132509	PRJNA493227	PAIRED	Illumina HiSeq 2000	Arabidopsis arenosa			917				Y	SVK	Slovakia	BO
OABO0021		88D	47.90999984741211	15.970000267028809	Austria: Lower Austria; Wiener Neustadt-Land\, rock boulders along road leading from Pernitz to Pottenstein	Austria	A. Guggisberg\, G. Muir\, R. Schmickl	2012-04-18		SRR7904953	SAMN10132520	PRJNA493227	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea							Y	AUT	Austria	BO
OABO0023		112J	49.619998931884766	11.510000228881836	Germany: Bavaria; Upper Franconia\, Nurnberger Land\, between Velden and Pfaffenhofen\, pine forest near junction with Hohenstrasse	Germany	A. Guggisberg\, G. Muir\, R. Schmickl	2012-04-23		SRR7904955	SAMN10132522	PRJNA493227	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea							Y	DEU	Germany	BO
OABO0025		133D	49.75	11.420000076293945	Germany: Bavaria; Upper Franconia\, Bayreuth\, around Teufelshoehle\, S of Pottenstein	Germany	A. Guggisberg\, G. Muir\, R. Schmickl	2012-04-23		SRR7904957	SAMN10132524	PRJNA493227	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea							Y	DEU	Germany	BO
OABO0027		170A	49.7400016784668	13	Czech Republic: Plzen; Tachov\, steep slope in pine forest S of Stribro train station\, at the end of road passing underneath railway	Czech Republic	A. Guggisberg\, G. Muir\, R. Schmickl	2012-04-22		SRR7904959	SAMN10132526	PRJNA493227	PAIRED	Illumina HiSeq 2000	Arabidopsis lyrata subsp. petraea							Y	CZE	Czechia	BO
OAGN0008		NC1:3:1	36.01510833	-78.68945		USA				SRR3473136	SAMN04934469	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0004		HVSQ-17	42.36683056	-71.10598889		USA			CS22359	SRR3473137	SAMN04934465	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0027		WAR	41.8965	-71.43074444		USA			CS8143	SRR3473138	SAMN04934488	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0005		HVSQ-10	42.36683056	-71.10598889		USA			CS22354	SRR3473139	SAMN04934466	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0001		Knox-1	41.29526944	-86.62071111		USA			CS22401	SRR3473140	SAMN04934462	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0022		LIN	41.72883889	-71.28213889		USA			CS8144	SRR3473141	SAMN04934483	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0015		Tol-3	41.65378056	-83.53613056		USA			CS8023	SRR3473142	SAMN04934476	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0006		FOR3	42.36666667	-71.15		USA				SRR3473144	SAMN04934467	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0021		PA-DT1:15	40.29760556	-75.14444444		USA				SRR3473145	SAMN04934482	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0013		RP15	42.44048889	-76.49535833		USA			CS22376	SRR3473146	SAMN04934474	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0002		Knox-9	41.29526944	-86.62071111		USA			CS22409	SRR3473147	SAMN04934463	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0023		LIN_S14	41.9	-71.43333333		USA				SRR3473149	SAMN04934484	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0010		CSHL-5	40.87063056	-73.4583		USA			CS22423	SRR3473150	SAMN04934471	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0016		PA-DT4:3	40.29166667	-75.13388889		USA				SRR3473151	SAMN04934477	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0024		LIN_S11	41.9	-71.43333333		USA				SRR3473152	SAMN04934485	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0017		Lime	40.56136667	-75.39581389		USA			CS8070	SRR3473153	SAMN04934478	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0011		CSHL-10	40.87063056	-73.4583		USA			CS22428	SRR3473154	SAMN04934472	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0003		Knox-7	41.29526944	-86.62071111		USA			CS22407	SRR3473155	SAMN04934464	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0018		PA-DT1:13	40.29760556	-75.14444444		USA				SRR3473156	SAMN04934479	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0019		PA-DT1:12	40.29760556	-75.14444444		USA				SRR3473157	SAMN04934480	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0025		LIN-F17	41.9	-71.43333333		USA				SRR3473158	SAMN04934486	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0020		PA-DT1:2	40.29760556	-75.14444444		USA				SRR3473159	SAMN04934481	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0009		NC1:21:1	36.01510833	-78.68945		USA				SRR3473160	SAMN04934470	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0014		Tol-8	41.65378056	-83.53613056		USA			CS8028	SRR3473161	SAMN04934475	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0007		Kin-0	42.5	-84.5		USA			CS6755	SRR3473162	SAMN04934468	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0012		RP8	42.44048889	-76.49535833		USA			CS22369	SRR3473163	SAMN04934473	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OAGN0026		LIN-F5	41.9	-71.43333333		USA				SRR3473167	SAMN04934487	PRJNA288374	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	GN
OASN0027		16CTPNR023	41.76705	-72.57427	CTPN	USA		2016		ERR5100092	SAMEA7818622	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0033		16CTRP008	41.95186	-71.957	CTRP	USA		2016		ERR5100093	SAMEA7818636	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0024		16CTDERBY039	41.3302	-73.078209	CTDE	USA		2016		ERR5100094	SAMEA7818616	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0028		16CTPNR025	41.76705	-72.57427	CTPN	USA		2016		ERR5100096	SAMEA7818624	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0038		16CTRP017	41.95186	-71.957	CTRP	USA		2016		ERR5100097	SAMEA7818644	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0039		16CTRP018	41.95186	-71.957	CTRP	USA		2016		ERR5100098	SAMEA7818645	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0040		16CTRP023	41.95186	-71.957	CTRP	USA		2016		ERR5100099	SAMEA7818647	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0036		16CTRP015	41.95186	-71.957	CTRP	USA		2016		ERR5100100	SAMEA7818642	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0034		16CTRP009	41.95186	-71.957	CTRP	USA		2016		ERR5100101	SAMEA7818637	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0031		16CTPNR062	41.76705	-72.57427	CTPN	USA		2016		ERR5100104	SAMEA7818628	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0029		16CTPNR026	41.76705	-72.57427	CTPN	USA		2016		ERR5100106	SAMEA7818625	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0026		16CTPNR006	41.76705	-72.57427	CTPN	USA		2016		ERR5100109	SAMEA7818620	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0035		16CTRP013	41.95186	-71.957	CTRP	USA		2016		ERR5100111	SAMEA7818641	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0037		16CTRP016	41.95186	-71.957	CTRP	USA		2016		ERR5100113	SAMEA7818643	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0042		16INRO001	41.052184	-86.214886	INRO	USA		2016		ERR5100116	SAMEA7818649	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0025		16CTPNR002	41.76705	-72.57427	CTPN	USA		2016		ERR5100117	SAMEA7818618	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0030		16CTPNR050	41.76705	-72.57427	CTPN	USA		2016		ERR5100118	SAMEA7818627	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0049		16MAAA002	42.29906	-71.12392	MAAA	USA		2016		ERR5100119	SAMEA7818657	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0045		16INWIER051	41.022	-86.58317	INWI	USA		2016		ERR5100121	SAMEA7818653	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0050		16MAMSSF012	41.832005	-70.685724	MAMS	USA		2016		ERR5100125	SAMEA7818660	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0052		16MDSR004	39.020462	-76.829483	MDSR	USA		2016		ERR5100126	SAMEA7818667	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0054		16MDSR017	39.020462	-76.829483	MDSR	USA		2016		ERR5100127	SAMEA7818670	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0053		16MDSR014	39.020462	-76.829483	MDSR	USA		2016		ERR5100129	SAMEA7818669	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0056		16MDTCR001	38.731575	-76.713425	MDTC	USA		2016		ERR5100132	SAMEA7818673	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0057		16MDTCR002	38.731575	-76.713425	MDTC	USA		2016		ERR5100133	SAMEA7818674	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0059		16MDTCR007	38.731575	-76.713425	MDTC	USA		2016		ERR5100134	SAMEA7818679	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0062		16MDTCR012	38.731575	-76.713425	MDTC	USA		2016		ERR5100137	SAMEA7818683	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0058		16MDTCR006	38.731575	-76.713425	MDTC	USA		2016		ERR5100139	SAMEA7818678	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0048		16MAAA001	42.29906	-71.12392	MAAA	USA		2016		ERR5100141	SAMEA7818656	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0051		16MAUR001	42.20144	-71.17008	MAUR	USA		2016		ERR5100142	SAMEA7818665	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0046		16INWIER059	41.022	-86.58317	INWI	USA		2016		ERR5100143	SAMEA7818654	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0043		16INWIER030	41.022	-86.58317	INWI	USA		2016		ERR5100145	SAMEA7818651	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0044		16INWIER038	41.022	-86.58317	INWI	USA		2016		ERR5100146	SAMEA7818652	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0032		16CTRP004	41.95186	-71.957	CTRP	USA		2016		ERR5100148	SAMEA7818632	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0067		16MIKOSP012	42.905396	-85.632672	MIKO	USA		2016		ERR5100149	SAMEA7818694	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0023		16CTDERBY003	41.3302	-73.078209	CTDE	USA		2016		ERR5100150	SAMEA7818609	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0060		16MDTCR008	38.731575	-76.713425	MDTC	USA		2016		ERR5100151	SAMEA7818680	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0072		16MIMBT008	43.222694	-86.279167	MIMB	USA		2016		ERR5100152	SAMEA7818700	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0071		16MIMBT005	43.222694	-86.279167	MIMB	USA		2016		ERR5100155	SAMEA7818699	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0047		16INWIER07	41.022	-86.58317	INWI	USA		2016		ERR5100156	SAMEA7818655	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0061		16MDTCR010	38.731575	-76.713425	MDTC	USA		2016		ERR5100157	SAMEA7818682	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0076		16MIMSP027	43.25041	-86.33221	MIMU	USA		2016		ERR5100162	SAMEA7818710	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0073		16MIMBT011	43.222694	-86.279167	MIMB	USA		2016		ERR5100165	SAMEA7818701	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0055		16MDSR027	39.020462	-76.829483	MDSR	USA		2016		ERR5100167	SAMEA7818672	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0041		16INRCT021	38.226067	-86.247712	INRC	USA		2016		ERR5100171	SAMEA7818648	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0080		16MIMSUK005	42.4	-85.373	MIKE	USA		2016		ERR5100176	SAMEA7818722	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0077		16MIMSP033	43.25041	-86.33221	MIMU	USA		2016		ERR5100177	SAMEA7818711	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0079		16MIMSUK004	42.4	-85.373	MIKE	USA		2016		ERR5100182	SAMEA7818721	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0074		16MIMSP004	43.25041	-86.33221	MIMU	USA		2016		ERR5100186	SAMEA7818704	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0081		16MIMSUK009	42.4	-85.373	MIKE	USA		2016		ERR5100189	SAMEA7818724	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0082		16MIMSUK010	42.4	-85.373	MIKE	USA		2016		ERR5100190	SAMEA7818725	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0070		16MIMBT004	43.222694	-86.279167	MIMB	USA		2016		ERR5100193	SAMEA7818698	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0078		16MIMSUK001	42.4	-85.373	MIKE	USA		2016		ERR5100194	SAMEA7818718	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0085		16MIMSUK046	42.4	-85.373	MIKE	USA		2016		ERR5100195	SAMEA7818739	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0083		16MIMSUK025	42.4	-85.373	MIKE	USA		2016		ERR5100196	SAMEA7818733	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0084		16MIMSUK030	42.4	-85.373	MIKE	USA		2016		ERR5100197	SAMEA7818736	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0068		16MIKOSP014	42.905396	-85.632672	MIKO	USA		2016		ERR5100198	SAMEA7818695	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0086		16MISJCJT001	42.14462	-84.42283	MISJ	USA		2016		ERR5100200	SAMEA7818742	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0064		16MIKOSP004	42.905396	-85.632672	MIKO	USA		2016		ERR5100201	SAMEA7818691	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0091		16MISJCJT060	42.14462	-84.42283	MISJ	USA		2016		ERR5100202	SAMEA7818747	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0089		16MISJCJT053	42.14462	-84.42283	MISJ	USA		2016		ERR5100203	SAMEA7818745	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0092		16MISJCJT066	42.14462	-84.42283	MISJ	USA		2016		ERR5100205	SAMEA7818748	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0090		16MISJCJT054	42.14462	-84.42283	MISJ	USA		2016		ERR5100206	SAMEA7818746	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0101		16NJDCF007	39.711394	-74.726319	NJDC	USA		2016		ERR5100210	SAMEA7818761	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0099		16NJDCF003	39.711394	-74.726319	NJDC	USA		2016		ERR5100211	SAMEA7818757	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0095		16MISJCJT082	42.14462	-84.42283	MISJ	USA		2016		ERR5100212	SAMEA7818751	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0100		16NJDCF004	39.711394	-74.726319	NJDC	USA		2016		ERR5100213	SAMEA7818758	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0098		16MISJCJT090	42.14462	-84.42283	MISJ	USA		2016		ERR5100214	SAMEA7818754	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0088		16MISJCJT052	42.14462	-84.42283	MISJ	USA		2016		ERR5100216	SAMEA7818744	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0102		16NJSC003	39.705629	-74.776858	NJSC	USA		2016		ERR5100217	SAMEA7818763	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0087		16MISJCJT051	42.14462	-84.42283	MISJ	USA		2016		ERR5100218	SAMEA7818743	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0108		16NJSC026	39.705629	-74.776858	NJSC	USA		2016		ERR5100219	SAMEA7818769	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0075		16MIMSP009	43.25041	-86.33221	MIMU	USA		2016		ERR5100220	SAMEA7818705	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0094		16MISJCJT078	42.14462	-84.42283	MISJ	USA		2016		ERR5100221	SAMEA7818750	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0066		16MIKOSP011	42.905396	-85.632672	MIKO	USA		2016		ERR5100222	SAMEA7818693	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0104		16NJSC016	39.705629	-74.776858	NJSC	USA		2016		ERR5100223	SAMEA7818765	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0109		16NJSC029	39.705629	-74.776858	NJSC	USA		2016		ERR5100224	SAMEA7818770	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0103		16NJSC010	39.705629	-74.776858	NJSC	USA		2016		ERR5100225	SAMEA7818764	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0063		16MIKOSP001	42.905396	-85.632672	MIKO	USA		2016		ERR5100227	SAMEA7818689	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0069		16MIKOSP016	42.905396	-85.632672	MIKO	USA		2016		ERR5100229	SAMEA7818696	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0096		16MISJCJT084	42.14462	-84.42283	MISJ	USA		2016		ERR5100232	SAMEA7818752	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0112		16NJSC032	39.705629	-74.776858	NJSC	USA		2016		ERR5100233	SAMEA7818773	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0110		16NJSC030	39.705629	-74.776858	NJSC	USA		2016		ERR5100234	SAMEA7818771	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0105		16NJSC017	39.705629	-74.776858	NJSC	USA		2016		ERR5100236	SAMEA7818766	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0093		16MISJCJT068	42.14462	-84.42283	MISJ	USA		2016		ERR5100237	SAMEA7818749	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0111		16NJSC031	39.705629	-74.776858	NJSC	USA		2016		ERR5100238	SAMEA7818772	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0119		16NJSC055	39.705629	-74.776858	NJSC	USA		2016		ERR5100239	SAMEA7818781	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0123		16NJSC083	39.705629	-74.776858	NJSC	USA		2016		ERR5100240	SAMEA7818789	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0107		16NJSC019	39.705629	-74.776858	NJSC	USA		2016		ERR5100241	SAMEA7818768	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0118		16NJSC052	39.705629	-74.776858	NJSC	USA		2016		ERR5100243	SAMEA7818779	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0116		16NJSC043	39.705629	-74.776858	NJSC	USA		2016		ERR5100244	SAMEA7818777	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0106		16NJSC018	39.705629	-74.776858	NJSC	USA		2016		ERR5100245	SAMEA7818767	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0117		16NJSC048	39.705629	-74.776858	NJSC	USA		2016		ERR5100246	SAMEA7818778	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0065		16MIKOSP007	42.905396	-85.632672	MIKO	USA		2016		ERR5100247	SAMEA7818692	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0113		16NJSC035	39.705629	-74.776858	NJSC	USA		2016		ERR5100250	SAMEA7818774	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0114		16NJSC037	39.705629	-74.776858	NJSC	USA		2016		ERR5100251	SAMEA7818775	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0097		16MISJCJT088	42.14462	-84.42283	MISJ	USA		2016		ERR5100252	SAMEA7818753	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0130		16OHLAOBT015	40	-83.02	OHOS	USA		2016		ERR5100266	SAMEA7818799	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0128		16NJSC091	39.705629	-74.776858	NJSC	USA		2016		ERR5100268	SAMEA7818794	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0135		16OHMLNP076	41.64991	-84.76031	OHML	USA		2016		ERR5100270	SAMEA7818808	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
